Sub	Run	Trial	AllNew	PriorPay	PriorObjNaN	ObjA	ObjB	Delay	Pay	RT	Resp	ChooseOld	ChosenSide	PriorChosenSide	ChosenObj
2	1	44	1	NaN	0	404	505	NaN	0	1258.48698988557	j	NaN	1	NaN	505
2	1	45	0	0	0	405	501	10	0.25	939.912060275674	j	0	1	1	405
2	1	46	0	0.75	0	406	500	14	0.25	1139.52237740159	j	0	1	2	406
2	1	47	1	NaN	0	407	506	NaN	0	953.729828819633	k	NaN	2	NaN	407
2	1	48	1	NaN	0	408	507	NaN	0.75	1194.88700293005	j	NaN	1	NaN	408
2	1	49	1	NaN	0	409	508	NaN	1	1414.56783376634	j	NaN	1	NaN	508
2	1	50	0	0	0	410	399	11	0	1190.00056385994	j	0	1	2	410
2	1	51	0	0.25	0	411	502	14	0.25	1300.39642937481	k	0	2	2	411
2	1	52	0	1	0	412	504	12	1	1073.99540580809	j	1	1	1	504
2	1	53	0	0	0	413	505	9	0.5	1646.47077210248	k	0	2	1	413
2	1	54	1	NaN	0	414	509	NaN	0.75	1326.01976580918	k	NaN	2	NaN	509
2	1	55	0	0	0	415	407	8	1	1572.65572249889	k	0	2	2	415
2	1	56	1	NaN	0	416	510	NaN	0	1185.26304513216	k	NaN	2	NaN	416
2	1	57	1	NaN	0	417	511	NaN	0.75	814.862187951803	j	NaN	1	NaN	511
2	1	58	0	0.75	0	418	408	10	0.5	1082.87322148681	k	0	2	1	418
2	1	59	1	NaN	0	419	512	NaN	0.75	1553.5578802228	k	NaN	2	NaN	512
2	1	60	1	NaN	0	420	513	NaN	0	1367.79108643532	k	NaN	2	NaN	420
2	1	61	0	1	0	421	508	12	NaN	NaN	NaN	NaN	NaN	1	NaN
2	1	62	1	NaN	0	422	514	NaN	0	1139.72388952971	k	NaN	2	NaN	514
2	1	63	0	0.75	0	423	509	9	0.75	1387.59711198509	j	0	1	2	423
2	1	64	1	NaN	0	424	515	NaN	0	1688.67109529674	j	NaN	1	NaN	515
2	1	65	1	NaN	0	425	516	NaN	0.25	1057.33110755682	k	NaN	2	NaN	425
2	1	66	1	NaN	0	426	517	NaN	0	1141.60373434424	j	NaN	1	NaN	517
2	1	67	0	0	0	427	416	11	0.75	1068.70642118156	j	0	1	2	427
2	1	68	0	0.75	0	428	511	11	0.25	1138.61687481403	k	0	2	1	428
2	1	69	0	0.75	0	429	512	10	0.75	943.459294736385	k	1	2	2	512
2	1	70	1	NaN	0	430	518	NaN	1	1698.38523678482	j	NaN	1	NaN	430
2	1	71	0	0	0	431	420	11	0	1851.64555162191	j	0	1	2	431
2	1	72	1	NaN	0	432	519	NaN	0.5	1300.61042308807	k	NaN	2	NaN	519
2	1	73	1	NaN	0	433	520	NaN	1	1602.06243209541	j	NaN	1	NaN	520
2	1	74	0	0	0	434	514	12	0	1665.63364490867	j	1	1	2	514
2	1	75	0	0	0	435	515	11	0.5	874.90645609796	k	0	2	1	435
2	1	76	1	NaN	0	436	521	NaN	0	1174.6892593801	j	NaN	1	NaN	436
2	1	77	1	NaN	0	437	522	NaN	1	972.50652872026	k	NaN	2	NaN	522
2	1	78	1	NaN	0	438	523	NaN	0	1912.48826868832	j	NaN	1	NaN	438
2	1	79	0	0.25	0	439	425	14	0.25	953.722082078457	k	1	2	2	425
2	1	80	1	NaN	0	440	524	NaN	0.5	744.844734668732	j	NaN	1	NaN	524
2	1	81	0	0	0	441	517	15	0.25	942.280363291502	k	0	2	1	441
2	1	82	1	NaN	0	442	525	NaN	0.25	706.531645730138	j	NaN	1	NaN	525
2	1	83	0	1	0	443	430	13	1	706.811504438519	j	1	1	1	430
2	1	84	0	0.5	0	444	519	12	0.5	1233.23144204915	j	0	1	2	444
2	1	85	1	NaN	0	445	526	NaN	0.75	1822.50278629363	j	NaN	1	NaN	526
2	1	86	1	NaN	0	446	527	NaN	1	1175.32952316105	j	NaN	1	NaN	446
2	1	87	0	0	0	447	436	11	0	1331.10889792442	k	1	2	1	436
2	1	88	0	1	0	448	520	15	1	2201.71014778316	j	1	1	1	520
2	1	89	0	1	0	449	522	12	1	1162.10667975247	k	1	2	2	522
2	1	90	1	NaN	0	450	528	NaN	1	1264.32926207781	k	NaN	2	NaN	528
2	2	1	1	NaN	0	1	121	NaN	0.25	1068.84661689401	k	NaN	2	NaN	1
2	2	2	1	NaN	0	2	122	NaN	0.25	1104.91368919611	j	NaN	1	NaN	122
2	2	3	1	NaN	0	3	123	NaN	0.75	1079.54743504524	j	NaN	1	NaN	3
2	2	4	1	NaN	0	4	124	NaN	0	1333.32894183695	j	NaN	1	NaN	4
2	2	5	1	NaN	0	5	125	NaN	0	978.60168106854	k	NaN	2	NaN	5
2	2	6	1	NaN	0	6	126	NaN	0.5	992.667224258184	j	NaN	1	NaN	126
2	2	7	1	NaN	0	7	127	NaN	0.75	1071.72553800046	j	NaN	1	NaN	7
2	2	8	1	NaN	0	8	128	NaN	0	941.866405308247	j	NaN	1	NaN	128
2	2	9	0	0.25	0	9	1	8	0.25	1220.20521201193	k	0	2	2	9
2	2	10	1	NaN	0	10	129	NaN	0.25	835.614817216992	j	NaN	1	NaN	129
2	2	11	0	0.25	0	11	122	9	1	980.201531201601	k	0	2	1	11
2	2	12	0	0.75	0	12	3	9	0.75	962.219342589378	k	1	2	1	3
2	2	13	0	0	0	13	4	9	1	1127.75037251413	k	0	2	1	13
2	2	14	1	NaN	0	14	130	NaN	0.25	1253.15097905695	j	NaN	1	NaN	130
2	2	15	0	0	0	15	5	10	0	875.722505152225	k	1	2	2	5
2	2	16	0	0.5	0	16	126	10	0.5	1170.64925655723	k	1	2	1	126
2	2	17	0	0.75	0	17	7	10	0.75	1286.8357822299	j	1	1	1	7
2	2	18	1	NaN	0	18	131	NaN	0.25	829.589730128646	k	NaN	2	NaN	18
2	2	19	0	0	0	19	128	11	0	922.530183568597	j	0	1	1	19
2	2	20	1	NaN	0	20	132	NaN	0	1336.85185573995	k	NaN	2	NaN	20
2	2	21	0	0.25	0	21	129	11	0.25	1071.64256088436	j	1	1	1	129
2	2	22	1	NaN	0	22	133	NaN	0.75	1103.07383351028	j	NaN	1	NaN	22
2	2	23	1	NaN	0	23	134	NaN	0.5	813.610287383199	j	NaN	1	NaN	134
2	2	24	0	0.25	0	24	130	10	0.25	1474.7529681772	j	1	1	1	130
2	2	25	1	NaN	0	25	135	NaN	0.5	1056.80074542761	j	NaN	1	NaN	25
2	2	26	0	0.25	0	26	18	8	0.75	824.475254863501	j	0	1	2	26
2	2	27	0	0	0	27	20	7	0.75	1086.51481755078	k	0	2	2	27
2	2	28	1	NaN	0	28	136	NaN	0	1276.7603751272	j	NaN	1	NaN	136
2	2	29	0	0.75	0	29	22	7	0.75	1652.5354553014	j	1	1	1	22
2	2	30	1	NaN	0	30	137	NaN	0.5	1402.97801420093	j	NaN	1	NaN	137
2	2	31	0	0.5	0	31	134	8	0.5	1075.02963766456	k	1	2	1	134
2	2	32	1	NaN	0	32	138	NaN	0.75	1289.20168802142	k	NaN	2	NaN	138
2	2	33	0	0.5	0	33	25	8	0.5	1239.58853259683	k	1	2	1	25
2	2	34	1	NaN	0	34	139	NaN	0.5	766.375973820686	k	NaN	2	NaN	34
2	2	35	0	0	0	35	136	7	1	1092.84238889813	j	0	1	1	35
2	2	36	1	NaN	0	36	140	NaN	0.5	1114.457141608	k	NaN	2	NaN	140
2	2	37	0	0.5	0	37	137	7	0.5	1081.33906312287	k	1	2	1	137
2	2	38	1	NaN	0	38	141	NaN	0.25	1383.39405506849	j	NaN	1	NaN	141
2	2	39	0	0.75	0	39	138	7	1	967.340739443898	k	0	2	2	39
2	2	40	1	NaN	0	40	142	NaN	1	1310.14743633568	j	NaN	1	NaN	40
2	2	41	0	0.5	0	41	34	7	0.5	1619.63593773544	k	1	2	2	34
2	2	42	1	NaN	0	42	143	NaN	0.25	1313.62788192928	j	NaN	1	NaN	143
2	2	43	1	NaN	0	43	144	NaN	0.25	1038.66081871092	j	NaN	1	NaN	144
2	2	44	0	0.5	0	44	140	8	0.5	1078.6209050566	k	1	2	2	140
2	2	45	0	0.25	0	45	141	7	0.25	741.304820403457	k	1	2	1	141
2	2	46	1	NaN	0	46	145	NaN	0.75	1155.31372465193	k	NaN	2	NaN	145
2	2	47	1	NaN	0	47	146	NaN	0	1225.19179992378	k	NaN	2	NaN	146
2	2	48	0	1	0	48	40	8	1	704.644722864032	k	1	2	1	40
2	2	49	1	NaN	0	49	147	NaN	0.5	1415.69091007113	j	NaN	1	NaN	49
2	2	50	0	0.25	0	50	143	8	0.25	1646.53334021568	k	0	2	1	50
2	2	51	0	0.25	0	51	144	8	0.25	957.021394744515	k	0	2	1	51
2	2	52	1	NaN	0	52	148	NaN	0.25	1099.42740760744	j	NaN	1	NaN	148
2	2	53	1	NaN	0	53	149	NaN	1	1146.05303481221	k	NaN	2	NaN	53
2	2	54	1	NaN	0	54	150	NaN	1	1144.93450894952	j	NaN	1	NaN	150
2	2	55	1	NaN	0	55	151	NaN	1	1184.14273113012	k	NaN	2	NaN	151
2	2	56	1	NaN	0	56	152	NaN	0.75	1022.78424799442	k	NaN	2	NaN	56
2	2	57	0	0.75	0	57	145	11	0.75	1893.49328912795	k	1	2	2	145
2	2	58	1	NaN	0	58	153	NaN	0.75	1021.3441234082	j	NaN	1	NaN	58
2	2	59	0	0	0	59	146	12	0	1660.43774411082	j	0	1	2	59
2	2	60	0	0.5	0	60	49	11	0.5	1365.24002067745	k	1	2	1	49
2	2	61	1	NaN	0	61	154	NaN	0.75	1301.05410702527	k	NaN	2	NaN	154
2	2	62	1	NaN	0	62	155	NaN	0.25	887.674877420068	j	NaN	1	NaN	155
2	2	63	0	1	0	63	53	10	0.75	1062.41849623621	k	0	2	2	63
2	2	64	1	NaN	0	64	156	NaN	0	932.390995323658	j	NaN	1	NaN	156
2	2	65	0	0.25	0	65	148	13	0.25	905.742114409804	k	1	2	1	148
2	2	66	0	0.75	0	66	56	10	0.5	911.494880914688	k	0	2	2	66
2	2	67	1	NaN	0	67	157	NaN	0.5	918.511999770999	k	NaN	2	NaN	67
2	2	68	1	NaN	0	68	158	NaN	1	710.059992969036	j	NaN	1	NaN	158
2	2	69	0	1	0	69	150	15	1	844.048880040646	j	1	1	1	150
2	2	70	1	NaN	0	70	159	NaN	0	833.921309560537	k	NaN	2	NaN	159
2	2	71	0	0.75	0	71	154	10	0.75	1008.7833981961	k	0	2	2	71
2	2	72	0	1	0	72	151	17	1	744.447277858853	j	1	1	2	151
2	2	73	0	0.75	0	73	58	15	0.75	1103.32360677421	j	1	1	1	58
2	2	74	0	0.25	0	74	155	12	0.5	1204.8463486135	k	0	2	1	74
2	2	75	0	0	0	75	156	11	0	1563.95970843732	k	1	2	1	156
2	2	76	1	NaN	0	76	160	NaN	0	962.651154026389	k	NaN	2	NaN	160
2	2	77	0	0.5	0	77	67	10	0.5	752.055570483208	k	1	2	2	67
2	2	78	1	NaN	0	78	161	NaN	0.25	1104.08708080649	j	NaN	1	NaN	161
2	2	79	0	1	0	79	158	11	1	897.384475916624	j	1	1	1	158
2	2	80	1	NaN	0	80	162	NaN	0.75	1126.10397860408	j	NaN	1	NaN	162
2	2	81	0	0	0	81	159	11	0	1181.13977275789	j	0	1	2	81
2	2	82	1	NaN	0	82	163	NaN	1	1058.01673792303	k	NaN	2	NaN	163
2	2	83	1	NaN	0	83	164	NaN	1	1113.18309046328	j	NaN	1	NaN	83
2	2	84	1	NaN	0	84	165	NaN	0.75	1127.34409049153	k	NaN	2	NaN	84
2	2	85	0	0	0	85	160	9	0.5	949.056904762983	k	0	2	2	85
2	2	86	0	0.25	0	86	161	8	1	860.294852405787	j	0	1	1	86
2	2	87	1	NaN	0	87	166	NaN	0.75	1540.06128013134	k	NaN	2	NaN	166
2	2	88	1	NaN	0	88	167	NaN	1	971.505304798484	j	NaN	1	NaN	88
2	2	89	1	NaN	0	89	168	NaN	0.75	1112.94898204505	k	NaN	2	NaN	168
2	2	90	1	NaN	0	90	169	NaN	1	958.497395738959	k	NaN	2	NaN	169
3	1	1	1	NaN	0	1	121	NaN	0.25	986.565724015236	j	NaN	1	NaN	121
3	1	2	1	NaN	0	2	122	NaN	1	761.335289105773	k	NaN	2	NaN	122
3	1	3	1	NaN	0	3	123	NaN	0.5	955.663016065955	j	NaN	1	NaN	123
3	1	4	1	NaN	0	4	124	NaN	0	2153.35672162473	k	NaN	2	NaN	4
3	1	5	1	NaN	0	5	125	NaN	0.25	736.201580613852	j	NaN	1	NaN	5
3	1	6	1	NaN	0	6	126	NaN	1	887.907581403852	j	NaN	1	NaN	126
3	1	7	1	NaN	0	7	127	NaN	1	1038.06204162538	k	NaN	2	NaN	7
3	1	8	0	0.25	0	8	121	7	0.25	972.466144710779	k	1	2	1	121
3	1	9	1	NaN	0	9	128	NaN	0.5	1695.96109353006	k	NaN	2	NaN	9
3	1	10	1	NaN	0	10	129	NaN	0	1272.09306135774	j	NaN	1	NaN	129
3	1	11	0	1	0	11	122	9	1	651.770826429129	k	1	2	2	122
3	1	12	0	0.5	0	12	123	9	0.5	1376.22583843768	k	1	2	1	123
3	1	13	0	0	0	13	4	9	0	983.901891857386	k	1	2	2	4
3	1	14	0	0.25	0	14	5	9	0.25	1933.39020945132	j	1	1	1	5
3	1	15	1	NaN	0	15	130	NaN	0.25	1117.09725670516	k	NaN	2	NaN	130
3	1	16	0	1	0	16	126	10	1	1394.69161815941	j	1	1	1	126
3	1	17	0	1	0	17	7	10	1	1091.69932082295	k	1	2	2	7
3	1	18	1	NaN	0	18	131	NaN	0	1203.64828407764	k	NaN	2	NaN	131
3	1	19	0	0.5	0	19	9	10	0.5	2009.83043201268	j	1	1	2	9
3	1	20	1	NaN	0	20	132	NaN	0	1137.23197765648	k	NaN	2	NaN	132
3	1	21	0	0	0	21	129	11	1	838.434159755707	j	0	1	1	21
3	1	22	1	NaN	0	22	133	NaN	1	1045.47164589167	k	NaN	2	NaN	22
3	1	23	1	NaN	0	23	134	NaN	0.75	1899.13578145206	j	NaN	1	NaN	134
3	1	24	1	NaN	0	24	135	NaN	0.5	1507.03169591725	k	NaN	2	NaN	24
3	1	25	0	0.25	0	25	130	10	0.25	1984.71295833588	j	1	1	2	130
3	1	26	1	NaN	0	26	136	NaN	0.25	1552.48665809631	k	NaN	2	NaN	136
3	1	27	1	NaN	0	27	137	NaN	1	1615.90609326959	j	NaN	1	NaN	27
3	1	28	1	NaN	0	28	138	NaN	0.25	1686.10178120434	k	NaN	2	NaN	138
3	1	29	0	0	0	29	131	11	0	558.859948068857	j	1	1	2	131
3	1	30	0	0	0	30	132	10	0	595.345126464963	k	1	2	2	132
3	1	31	1	NaN	0	31	139	NaN	0.5	783.170353621244	j	NaN	1	NaN	31
3	1	32	0	1	0	32	22	10	1	1228.81418839097	k	1	2	2	22
3	1	33	0	0.75	0	33	134	10	0.75	1626.28936581314	k	1	2	1	134
3	1	34	0	0.5	0	34	24	10	0.75	928.45549620688	j	0	1	2	34
3	1	35	1	NaN	0	35	140	NaN	0	1605.72019591928	k	NaN	2	NaN	140
3	1	36	1	NaN	0	36	141	NaN	0.75	1246.38798832893	j	NaN	1	NaN	36
3	1	37	0	0.25	0	37	136	11	0.5	1150.00671334565	j	0	1	2	37
3	1	38	1	NaN	0	38	142	NaN	0.75	1200.74259676039	j	NaN	1	NaN	38
3	1	39	0	1	0	39	27	12	0.25	1254.34029847383	j	0	1	1	39
3	1	40	0	0.25	0	40	138	12	0.25	1591.17915481329	j	1	1	2	138
3	1	41	1	NaN	0	41	143	NaN	0.75	1078.10432091355	k	NaN	2	NaN	143
3	1	42	1	NaN	0	42	144	NaN	0.5	579.08164896071	j	NaN	1	NaN	144
3	1	43	0	0.5	0	43	31	12	0.5	1319.68958303332	k	1	2	1	31
3	1	44	0	0	0	44	140	9	0	454.393686726689	j	1	1	2	140
3	1	45	1	NaN	0	45	145	NaN	0	1207.4266616255	k	NaN	2	NaN	145
3	1	46	1	NaN	0	46	146	NaN	0	1206.12922869623	k	NaN	2	NaN	146
3	1	47	1	NaN	0	47	147	NaN	1	1454.58238385618	j	NaN	1	NaN	147
3	1	48	1	NaN	0	48	148	NaN	0	1269.52648162842	k	NaN	2	NaN	48
3	1	49	0	0.75	0	49	36	13	0.75	1306.73378333449	k	1	2	1	36
3	1	50	0	0.75	0	50	38	12	0.75	1666.3224324584	j	1	1	1	38
3	1	51	1	NaN	0	51	149	NaN	0.25	818.568628281355	k	NaN	2	NaN	149
3	1	52	1	NaN	0	52	150	NaN	0.5	1090.72125889361	k	NaN	2	NaN	52
3	1	53	0	0.75	0	53	143	12	1	1423.40634576976	k	0	2	2	53
3	1	54	1	NaN	0	54	151	NaN	0.5	1095.77581845224	k	NaN	2	NaN	54
3	1	55	0	0.5	0	55	144	13	1	677.442744374275	j	0	1	1	55
3	1	56	1	NaN	0	56	152	NaN	0.5	1116.09672755003	k	NaN	2	NaN	56
3	1	57	0	0	0	57	145	12	0.5	490.643724799156	j	0	1	2	57
3	1	58	0	0	0	58	48	10	0.25	1232.55330137908	k	0	2	2	58
3	1	59	0	1	0	59	147	12	1	726.058755069971	j	1	1	1	147
3	1	60	1	NaN	0	60	153	NaN	0.25	814.21659886837	k	NaN	2	NaN	153
3	1	61	1	NaN	0	61	154	NaN	1	943.976823240519	j	NaN	1	NaN	61
3	1	62	1	NaN	0	62	155	NaN	0.75	1382.55271688104	k	NaN	2	NaN	155
3	1	63	0	0.25	0	63	149	12	0.5	1549.23156835139	j	0	1	2	63
3	1	64	1	NaN	0	64	156	NaN	0	1356.36731237173	k	NaN	2	NaN	64
3	1	65	0	0	0	65	146	19	0	1059.32089686394	j	0	1	2	65
3	1	66	1	NaN	0	66	157	NaN	0.25	1288.44828903675	k	NaN	2	NaN	157
3	1	67	0	0.5	0	67	54	13	0.5	935.047876089811	j	1	1	2	54
3	1	68	0	0.5	0	68	56	12	0.75	902.624640613794	k	0	2	2	68
3	1	69	0	0.5	0	69	52	17	0.5	1345.98623402417	j	0	1	2	69
3	1	70	0	0.25	0	70	153	10	0.25	769.619671627879	k	1	2	2	153
3	1	71	1	NaN	0	71	158	NaN	0	992.744270712137	j	NaN	1	NaN	158
3	1	72	0	1	0	72	61	11	0.75	1790.93646071851	j	0	1	1	72
3	1	73	1	NaN	0	73	159	NaN	0.75	1047.03181236982	j	NaN	1	NaN	73
3	1	74	1	NaN	0	74	160	NaN	1	598.292158916593	k	NaN	2	NaN	74
3	1	75	0	0.75	0	75	155	13	0.5	885.613737627864	j	0	1	2	75
3	1	76	1	NaN	0	76	161	NaN	0	1258.96002165973	k	NaN	2	NaN	161
3	1	77	1	NaN	0	77	162	NaN	0.25	1466.29689820111	k	NaN	2	NaN	77
3	1	78	0	0.25	0	78	157	12	0.25	1384.5253046602	k	0	2	2	78
3	1	79	0	0	0	79	64	15	0.25	1198.30082543194	j	0	1	2	79
3	1	80	1	NaN	0	80	163	NaN	0.25	1094.59564648569	k	NaN	2	NaN	80
3	1	81	0	0	0	81	158	10	1	939.793780446053	j	0	1	1	81
3	1	82	1	NaN	0	82	164	NaN	0.75	688.374344259501	j	NaN	1	NaN	164
3	1	83	0	0.75	0	83	73	10	0.5	1176.59170925617	j	0	1	1	83
3	1	84	1	NaN	0	84	165	NaN	0.75	1309.8635263741	k	NaN	2	NaN	165
3	1	85	0	1	0	85	74	11	1	1476.86476446688	j	1	1	2	74
3	1	86	0	0	0	86	161	10	0	1066.14657305181	j	1	1	2	161
3	1	87	0	0.25	0	87	77	10	1	1544.64369080961	k	0	2	2	87
3	1	88	1	NaN	0	88	166	NaN	0.5	1335.55230125785	j	NaN	1	NaN	88
3	1	89	1	NaN	0	89	167	NaN	0.25	844.964670017362	k	NaN	2	NaN	167
3	1	90	1	NaN	0	90	168	NaN	0	784.562496468425	j	NaN	1	NaN	168
3	2	1	1	NaN	0	181	301	NaN	0.5	1365.31739495695	j	NaN	1	NaN	301
3	2	2	1	NaN	0	182	302	NaN	1	850.686855614185	k	NaN	2	NaN	302
3	2	3	1	NaN	0	183	303	NaN	0.5	632.19853490591	j	NaN	1	NaN	183
3	2	4	1	NaN	0	184	304	NaN	1	637.285245582461	k	NaN	2	NaN	304
3	2	5	1	NaN	0	185	305	NaN	0.25	742.642948403955	j	NaN	1	NaN	185
3	2	6	1	NaN	0	186	306	NaN	0.25	494.404945522547	k	NaN	2	NaN	186
3	2	7	1	NaN	0	187	307	NaN	0.5	732.283506542444	j	NaN	1	NaN	307
3	2	8	0	0.5	0	188	301	7	1	617.9503723979	k	0	2	1	188
3	2	9	1	NaN	0	189	308	NaN	0.5	1880.99115341902	j	NaN	1	NaN	189
3	2	10	0	1	0	190	302	8	0	488.735020160675	k	0	2	2	190
3	2	11	1	NaN	0	191	309	NaN	0.5	655.397186055779	j	NaN	1	NaN	309
3	2	12	0	0.5	0	192	183	9	0.5	662.453230470419	k	1	2	1	183
3	2	13	0	1	0	193	304	9	1	652.412174269557	j	1	1	2	304
3	2	14	1	NaN	0	194	310	NaN	0	634.306009858847	k	NaN	2	NaN	194
3	2	15	0	0.25	0	195	185	10	0.25	431.41546100378	j	1	1	1	185
3	2	16	1	NaN	0	196	311	NaN	0.75	725.333884358406	k	NaN	2	NaN	311
3	2	17	0	0.25	0	197	186	11	0.25	954.885421320796	j	0	1	2	197
3	2	18	0	0.5	0	198	307	11	0.25	991.657990962267	k	0	2	1	198
3	2	19	0	0.5	0	199	189	10	0.5	1222.18359075487	k	1	2	1	189
3	2	20	1	NaN	0	200	312	NaN	0	842.392314225435	j	NaN	1	NaN	200
3	2	21	0	0.5	0	201	309	10	0.75	1519.43780295551	j	0	1	1	201
3	2	22	1	NaN	0	202	313	NaN	0.25	599.850608035922	k	NaN	2	NaN	202
3	2	23	1	NaN	0	203	314	NaN	0.5	774.623528122902	j	NaN	1	NaN	203
3	2	24	1	NaN	0	204	315	NaN	0.75	653.491558507085	k	NaN	2	NaN	204
3	2	25	1	NaN	0	205	316	NaN	0.25	1060.42708642781	j	NaN	1	NaN	316
3	2	26	0	0.75	0	206	311	10	1	643.402352929115	k	0	2	2	206
3	2	27	0	0	0	207	194	13	0.75	650.117153301835	j	0	1	2	207
3	2	28	0	0	0	208	200	8	0.25	1185.66601537168	k	0	2	1	208
3	2	29	0	0.25	0	209	202	7	0	665.081875398755	j	0	1	2	209
3	2	30	1	NaN	0	210	317	NaN	0	686.67821586132	k	NaN	2	NaN	210
3	2	31	0	0.5	0	211	203	8	0.5	526.772074401379	j	0	1	1	211
3	2	32	1	NaN	0	212	318	NaN	1	469.508400186896	k	NaN	2	NaN	318
3	2	33	0	0.75	0	213	204	9	0.75	411.462863907218	j	0	1	2	213
3	2	34	1	NaN	0	214	319	NaN	0.5	731.267740949988	k	NaN	2	NaN	319
3	2	35	1	NaN	0	215	320	NaN	1	665.615018457174	j	NaN	1	NaN	320
3	2	36	0	0.25	0	216	316	11	0.25	591.687727719545	k	1	2	1	316
3	2	37	1	NaN	0	217	321	NaN	0.75	494.313018396497	j	NaN	1	NaN	321
3	2	38	0	0	0	218	210	8	0	462.227150797844	k	0	2	2	218
3	2	39	0	1	0	219	318	7	1	605.943014845252	j	1	1	2	318
3	2	40	1	NaN	0	220	322	NaN	1	570.933697745204	k	NaN	2	NaN	220
3	2	41	0	0.5	0	221	319	7	0.25	667.177552357316	j	0	1	2	221
3	2	42	1	NaN	0	222	323	NaN	0.5	554.458877071738	k	NaN	2	NaN	323
3	2	43	0	1	0	223	320	8	1	551.814524456859	j	1	1	1	320
3	2	44	1	NaN	0	224	324	NaN	0	1951.09186694026	k	NaN	2	NaN	224
3	2	45	0	0.75	0	225	321	8	0.25	2207.5950037688	k	0	2	1	225
3	2	46	1	NaN	0	226	325	NaN	0.5	1094.48600374162	j	NaN	1	NaN	325
