Sub	Run	Trial	AllNew	PriorPay	PriorObjNaN	ObjA	ObjB	Delay	Pay	RT	Resp	ChooseOld	ChosenSide	PriorChosenSide	ChosenObj
1	1	56	1	NaN	0	416	510	NaN	0.25	880.939851514995	k	NaN	2	NaN	416
1	1	57	1	NaN	0	417	511	NaN	0.5	958.827069960535	j	NaN	1	NaN	511
1	1	58	0	0	0	418	408	10	0.25	1767.18478929251	k	0	2	1	418
1	1	59	1	NaN	0	419	512	NaN	0	1478.08596678078	j	NaN	1	NaN	512
1	1	60	1	NaN	0	420	513	NaN	0.25	1765.93421399593	j	NaN	1	NaN	513
1	1	61	0	1	0	421	508	12	0	1126.28724984825	j	0	1	2	421
1	1	62	1	NaN	0	422	514	NaN	0.75	1342.29969605803	j	NaN	1	NaN	422
1	1	63	0	0.25	0	423	414	9	0	1333.15323293209	j	0	1	2	423
1	1	64	1	NaN	0	424	515	NaN	0	813.270258717239	j	NaN	1	NaN	515
1	1	65	1	NaN	0	425	516	NaN	0.25	819.929376244545	j	NaN	1	NaN	425
1	1	66	1	NaN	0	426	517	NaN	0.25	1124.7664000839	j	NaN	1	NaN	517
1	1	67	0	0.25	0	427	416	11	0.25	738.772553391755	j	1	1	2	416
1	1	68	0	0.5	0	428	511	11	0.5	1386.48833055049	k	1	2	1	511
1	1	69	0	0	0	429	512	10	1	1089.12871405482	j	0	1	1	429
1	1	70	1	NaN	0	430	518	NaN	1	1106.21584858745	j	NaN	1	NaN	430
1	1	71	0	0.25	0	431	513	11	0.25	1944.25142090768	k	1	2	1	513
1	1	72	1	NaN	0	432	519	NaN	0.5	1118.98062285036	j	NaN	1	NaN	432
1	1	73	1	NaN	0	433	520	NaN	1	1071.85293734074	j	NaN	1	NaN	520
1	1	74	0	0.75	0	434	422	12	0.75	1088.51517178118	j	1	1	1	422
1	1	75	0	0	0	435	515	11	0	1711.78424544632	k	1	2	1	515
1	1	76	1	NaN	0	436	521	NaN	0.5	990.339091047645	j	NaN	1	NaN	521
1	1	77	1	NaN	0	437	522	NaN	0.75	893.789573572576	j	NaN	1	NaN	437
1	1	78	1	NaN	0	438	523	NaN	0.5	884.60685685277	j	NaN	1	NaN	438
1	1	79	0	0.25	0	439	425	14	0.75	1556.57303333282	k	0	2	1	439
1	1	80	1	NaN	0	440	524	NaN	0.75	940.137363038957	j	NaN	1	NaN	440
1	1	81	0	0.25	0	441	517	15	0.25	1651.94432158023	k	1	2	1	517
1	1	82	1	NaN	0	442	525	NaN	0.75	1016.67208690196	j	NaN	1	NaN	442
1	1	83	0	1	0	443	430	13	0	1025.45516099781	j	0	1	1	443
1	1	84	0	0.5	0	444	432	12	1	1640.15868492424	k	0	2	1	444
1	1	85	1	NaN	0	445	526	NaN	0	1301.62845738232	j	NaN	1	NaN	445
1	1	86	1	NaN	0	446	527	NaN	0	1413.36116287857	j	NaN	1	NaN	527
1	1	87	0	0.5	0	447	521	11	1	980.098420754075	j	0	1	1	447
1	1	88	0	1	0	448	520	15	1	1858.66381507367	k	1	2	1	520
1	1	89	0	0.75	0	449	437	12	0.25	1648.91507849097	j	0	1	1	449
1	1	90	1	NaN	0	450	528	NaN	0.5	976.208545267582	j	NaN	1	NaN	528
1	2	1	1	NaN	0	1	121	NaN	0.25	1180.62614928931	j	NaN	1	NaN	1
1	2	2	1	NaN	0	2	122	NaN	0	1010.38768142462	j	NaN	1	NaN	122
1	2	3	1	NaN	0	3	123	NaN	0	923.377096652985	j	NaN	1	NaN	3
1	2	4	1	NaN	0	4	124	NaN	0	1195.38964889944	j	NaN	1	NaN	124
1	2	5	1	NaN	0	5	125	NaN	0.5	873.623070307076	j	NaN	1	NaN	125
1	2	6	1	NaN	0	6	126	NaN	0.75	1431.7665733397	k	NaN	2	NaN	126
1	2	7	1	NaN	0	7	127	NaN	0.75	1119.76880487055	j	NaN	1	NaN	7
1	2	8	1	NaN	0	8	128	NaN	0.5	1311.21590733528	j	NaN	1	NaN	128
1	2	9	0	0.25	0	9	1	8	0.5	1495.3268636018	j	0	1	1	9
1	2	10	1	NaN	0	10	129	NaN	0.5	1108.83830953389	j	NaN	1	NaN	10
1	2	11	0	0	0	11	122	9	1	1043.24343148619	j	0	1	1	11
1	2	12	0	0	0	12	3	9	0.25	1187.11516261101	j	0	1	1	12
1	2	13	0	0	0	13	124	9	0.75	1130.45815285295	j	0	1	1	13
1	2	14	1	NaN	0	14	130	NaN	0.75	1090.14949202538	j	NaN	1	NaN	130
1	2	15	0	0.5	0	15	125	10	0.5	2163.00723329186	k	0	2	1	15
1	2	16	0	0.75	0	16	126	10	0.75	1010.35910286009	k	1	2	2	126
1	2	17	0	0.75	0	17	7	10	NaN	NaN	NaN	NaN	NaN	1	NaN
1	2	18	1	NaN	0	18	131	NaN	0	1171.82287480682	j	NaN	1	NaN	18
1	2	19	0	0.5	0	19	128	11	0.75	849.897955544293	j	0	1	1	19
1	2	20	1	NaN	0	20	132	NaN	1	1259.1123143211	k	NaN	2	NaN	20
1	2	21	0	0.5	0	21	10	11	0.75	1313.26794344932	k	0	2	1	21
1	2	22	1	NaN	0	22	133	NaN	0.75	1034.04939454049	k	NaN	2	NaN	22
1	2	23	1	NaN	0	23	134	NaN	1	1021.89640887082	k	NaN	2	NaN	23
1	2	24	0	0.75	0	24	130	10	0.5	2021.14914916456	k	0	2	1	24
1	2	25	1	NaN	0	25	135	NaN	0.25	1235.59605423361	j	NaN	1	NaN	25
1	2	26	0	0	0	26	18	8	0.75	1661.53857670724	k	0	2	1	26
1	2	27	0	1	0	27	20	7	1	771.971870213747	j	1	1	2	20
1	2	28	1	NaN	0	28	136	NaN	0.5	1058.4832392633	k	NaN	2	NaN	28
1	2	29	0	0.75	0	29	22	7	0.75	1832.15807005763	j	1	1	2	22
1	2	30	1	NaN	0	30	137	NaN	0.5	1039.85689114779	k	NaN	2	NaN	30
1	2	31	0	1	0	31	23	8	1	1100.39176326245	k	1	2	2	23
1	2	32	1	NaN	0	32	138	NaN	0.25	988.452199846506	k	NaN	2	NaN	32
1	2	33	0	0.25	0	33	25	8	NaN	NaN	NaN	NaN	NaN	1	NaN
1	2	34	1	NaN	0	34	139	NaN	0.75	958.093078806996	j	NaN	1	NaN	34
1	2	35	0	0.5	0	35	28	7	1	798.527996987104	j	0	1	2	35
1	2	36	1	NaN	0	36	140	NaN	0.25	956.924520432949	k	NaN	2	NaN	140
1	2	37	0	0.5	0	37	30	7	0.5	1458.46732333302	j	1	1	2	30
1	2	38	1	NaN	0	38	141	NaN	1	1048.52184839547	k	NaN	2	NaN	141
1	2	39	0	0.25	0	39	32	7	0.75	1127.1239630878	k	0	2	2	39
1	2	40	1	NaN	0	40	142	NaN	0.5	1229.30299583822	k	NaN	2	NaN	142
1	2	41	0	0.75	0	41	34	7	0.25	1701.20206661522	j	0	1	1	41
1	2	42	1	NaN	0	42	143	NaN	0.75	884.122657589614	j	NaN	1	NaN	143
1	2	43	1	NaN	0	43	144	NaN	1	1410.50782427192	j	NaN	1	NaN	144
1	2	44	0	0.25	0	44	140	8	NaN	NaN	NaN	NaN	NaN	2	NaN
1	2	45	0	1	0	45	141	7	1	845.171446911991	k	1	2	2	141
1	2	46	1	NaN	0	46	145	NaN	0	988.222359679639	k	NaN	2	NaN	145
1	2	47	1	NaN	0	47	146	NaN	0	1402.2876508534	j	NaN	1	NaN	146
1	2	48	0	0.5	0	48	142	8	0.5	952.989556826651	k	1	2	2	142
1	2	49	1	NaN	0	49	147	NaN	0.75	886.114961467683	j	NaN	1	NaN	49
1	2	50	0	0.75	0	50	143	8	0.75	669.255034998059	j	1	1	1	143
1	2	51	0	1	0	51	144	8	1	1098.42838067561	k	1	2	1	144
1	2	52	1	NaN	0	52	148	NaN	1	1016.76345895976	j	NaN	1	NaN	52
1	2	53	1	NaN	0	53	149	NaN	0.75	1031.59741591662	j	NaN	1	NaN	53
1	2	54	1	NaN	0	54	150	NaN	0.25	1133.20247270167	k	NaN	2	NaN	150
1	2	55	1	NaN	0	55	151	NaN	0.5	1233.83583128452	j	NaN	1	NaN	55
1	2	56	1	NaN	0	56	152	NaN	0.5	913.045239634812	j	NaN	1	NaN	56
1	2	57	0	0	0	57	145	11	0	1497.90828488767	j	0	1	2	57
1	2	58	1	NaN	0	58	153	NaN	0	1183.34468174726	j	NaN	1	NaN	153
1	2	59	0	0	0	59	146	12	0	806.600444950163	j	1	1	1	146
1	2	60	0	0.75	0	60	49	11	0	1613.51064778864	k	0	2	1	60
1	2	61	1	NaN	0	61	154	NaN	1	925.520883873105	k	NaN	2	NaN	154
1	2	62	1	NaN	0	62	155	NaN	1	1037.4990971759	k	NaN	2	NaN	62
1	2	63	0	0.75	0	63	53	10	0	1403.96364592016	k	0	2	1	63
1	2	64	1	NaN	0	64	156	NaN	0.25	1003.8435542956	k	NaN	2	NaN	156
1	2	65	0	1	0	65	52	13	1	931.13284278661	j	1	1	1	52
1	2	66	0	0.5	0	66	56	10	0.25	1212.45891228318	k	0	2	1	66
1	2	67	1	NaN	0	67	157	NaN	0.5	953.63179128617	k	NaN	2	NaN	67
1	2	68	1	NaN	0	68	158	NaN	0.25	753.23539879173	k	NaN	2	NaN	158
1	2	69	0	0.25	0	69	150	15	0.25	984.66557264328	j	0	1	2	69
1	2	70	1	NaN	0	70	159	NaN	0.75	937.262106686831	j	NaN	1	NaN	159
1	2	71	0	1	0	71	154	10	1	1447.02199660242	j	1	1	2	154
1	2	72	0	0.5	0	72	55	17	0.5	2230.0754096359	j	1	1	1	55
1	2	73	0	0	0	73	153	15	0	1653.79547327757	j	0	1	1	73
1	2	74	0	1	0	74	62	12	0.5	844.709390774369	j	0	1	2	74
1	2	75	0	0.25	0	75	156	11	0.25	1181.88870511949	j	1	1	2	156
1	2	76	1	NaN	0	76	160	NaN	0	908.767621032894	k	NaN	2	NaN	160
1	2	77	0	0.5	0	77	67	10	0.5	1298.65047335625	k	0	2	2	77
1	2	78	1	NaN	0	78	161	NaN	0.75	1114.46508206427	k	NaN	2	NaN	78
1	2	79	0	0.25	0	79	158	11	0.75	977.116975001991	j	0	1	2	79
1	2	80	1	NaN	0	80	162	NaN	1	1192.64030270278	k	NaN	2	NaN	162
1	2	81	0	0.75	0	81	159	11	0.75	1391.61282032728	k	1	2	1	159
1	2	82	1	NaN	0	82	163	NaN	1	1349.78723432869	j	NaN	1	NaN	163
1	2	83	1	NaN	0	83	164	NaN	1	972.66998142004	j	NaN	1	NaN	83
1	2	84	1	NaN	0	84	165	NaN	1	1028.95574830472	k	NaN	2	NaN	165
1	2	85	0	0	0	85	160	9	0	938.456147909164	k	1	2	2	160
1	2	86	0	0.75	0	86	78	8	0.75	986.500586383045	k	1	2	2	78
1	2	87	1	NaN	0	87	166	NaN	0.5	929.638827219605	k	NaN	2	NaN	87
1	2	88	1	NaN	0	88	167	NaN	0.75	1095.72199452668	k	NaN	2	NaN	88
1	2	89	1	NaN	0	89	168	NaN	0.5	990.074975416064	k	NaN	2	NaN	168
1	2	90	1	NaN	0	90	169	NaN	0	1206.89790602773	j	NaN	1	NaN	169
2	1	1	1	NaN	0	361	481	NaN	0.25	2127.51373398351	j	NaN	1	NaN	481
2	1	2	1	NaN	0	362	482	NaN	0	1635.39488101378	j	NaN	1	NaN	482
2	1	3	1	NaN	0	363	483	NaN	0.5	2026.72380700824	k	NaN	2	NaN	483
2	1	4	1	NaN	0	364	484	NaN	0.25	1730.1934749994	k	NaN	2	NaN	484
2	1	5	1	NaN	0	365	485	NaN	0.25	2271.88943402143	j	NaN	1	NaN	485
2	1	6	1	NaN	0	366	486	NaN	0.25	1501.04545900831	k	NaN	2	NaN	366
2	1	7	1	NaN	0	367	487	NaN	0.75	1996.56920399866	j	NaN	1	NaN	487
2	1	8	1	NaN	0	368	488	NaN	0.75	1340.45168501325	k	NaN	2	NaN	488
2	1	9	0	0.25	0	369	481	8	0.75	1322.2590329824	k	0	2	1	369
2	1	10	0	0	0	370	482	8	NaN	NaN	NaN	NaN	NaN	1	NaN
2	1	11	0	0.5	0	371	483	8	0.5	1324.59705701331	j	1	1	2	483
2	1	12	0	0.25	0	372	484	8	0.25	1321.89077002113	k	1	2	2	484
2	1	13	1	NaN	0	373	489	NaN	0.5	2008.58012700337	j	NaN	1	NaN	373
2	1	14	1	NaN	0	374	490	NaN	0	1271.85067799292	j	NaN	1	NaN	374
2	1	15	1	NaN	0	375	491	NaN	1	1325.50382299814	k	NaN	2	NaN	491
2	1	16	0	0.25	0	376	485	11	0.25	1747.42907899781	k	1	2	1	485
2	1	17	1	NaN	0	377	492	NaN	0	2186.84134801151	k	NaN	2	NaN	492
2	1	18	0	0.75	0	378	487	11	0.75	1234.43323501851	k	1	2	1	487
2	1	19	1	NaN	0	379	493	NaN	0.75	2153.21346500423	j	NaN	1	NaN	493
2	1	20	1	NaN	0	380	494	NaN	0.25	1353.09704300016	j	NaN	1	NaN	494
2	1	21	0	0.25	0	381	366	15	0.25	1359.37573199044	k	1	2	2	366
2	1	22	1	NaN	0	382	495	NaN	1	1646.65974400123	j	NaN	1	NaN	382
2	1	23	0	0.75	0	383	488	15	0.75	1205.10734099662	j	1	1	2	488
2	1	24	1	NaN	0	384	496	NaN	1	1348.82772501442	k	NaN	2	NaN	496
2	1	25	0	0.5	0	385	373	12	0.5	1439.27151302341	j	1	1	1	373
2	1	26	1	NaN	0	386	497	NaN	0.75	1898.591175006	j	NaN	1	NaN	386
2	1	27	0	0	0	387	374	13	NaN	NaN	NaN	NaN	NaN	1	NaN
2	1	28	1	NaN	0	388	498	NaN	0	1980.92759001884	k	NaN	2	NaN	388
2	1	29	0	1	0	389	491	14	1	1133.35910599562	j	1	1	2	491
2	1	30	0	0.75	0	390	493	11	0.5	2059.24462998519	k	0	2	1	390
2	1	31	1	NaN	0	391	499	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2	1	32	1	NaN	0	392	500	NaN	0.5	1690.90631802101	k	NaN	2	NaN	392
2	1	33	0	0	0	393	492	16	0.5	2174.85381700681	k	0	2	2	393
2	1	34	0	0.25	0	394	494	14	0.25	1644.13945499109	k	1	2	1	494
2	1	35	1	NaN	0	395	501	NaN	0.5	1253.67412198102	j	NaN	1	NaN	501
2	1	36	0	1	0	396	382	14	1	1900.56941099465	j	1	1	1	382
2	1	37	1	NaN	0	397	502	NaN	1	1459.98011398478	k	NaN	2	NaN	397
2	1	38	0	1	0	398	496	14	1	1410.94958200119	k	1	2	2	496
2	1	39	1	NaN	0	399	503	NaN	1	2319.55085200025	j	NaN	1	NaN	399
2	1	40	1	NaN	0	400	504	NaN	0.5	1303.74932597624	j	NaN	1	NaN	400
2	1	41	0	NaN	1	401	391	10	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2	1	42	0	0	0	402	388	14	0	1980.04943400156	j	0	1	2	402
2	1	43	0	0.75	0	403	386	17	1	1580.49245399889	j	0	1	1	403
2	1	44	1	NaN	0	404	505	NaN	1	1585.53267401294	j	NaN	1	NaN	505
2	1	45	0	0.5	0	405	501	10	0.5	1144.49690800393	j	1	1	1	501
2	1	46	0	0.5	0	406	392	14	1	2093.75284300768	k	0	2	2	406
2	1	47	1	NaN	0	407	506	NaN	0.5	2014.09045798937	j	NaN	1	NaN	407
2	1	48	1	NaN	0	408	507	NaN	1	1560.68343299557	j	NaN	1	NaN	408
2	1	49	1	NaN	0	409	508	NaN	0.75	1461.84321100009	k	NaN	2	NaN	409
2	1	50	0	1	0	410	399	11	1	1148.6601580109	k	1	2	1	399
2	1	51	0	1	0	411	397	14	1	1203.98747400031	k	1	2	2	397
2	1	52	0	0.5	0	412	400	12	0.5	1354.60059100296	j	1	1	1	400
2	1	53	0	1	0	413	505	9	1	1346.45561099751	k	1	2	1	505
2	1	54	1	NaN	0	414	509	NaN	1	1440.47104101628	k	NaN	2	NaN	414
2	1	55	0	0.5	0	415	407	8	0.5	1503.64380300744	k	1	2	1	407
2	1	56	1	NaN	0	416	510	NaN	0.75	1679.08001100295	j	NaN	1	NaN	416
2	1	57	1	NaN	0	417	511	NaN	0.75	1461.59053800511	k	NaN	2	NaN	511
2	1	58	0	1	0	418	408	10	1	1788.92053599702	j	1	1	1	408
2	1	59	1	NaN	0	419	512	NaN	0	1188.40312500834	k	NaN	2	NaN	512
2	1	60	1	NaN	0	420	513	NaN	0.75	2369.34524402022	k	NaN	2	NaN	513
2	1	61	0	0.75	0	421	409	12	0.75	1226.64540199912	k	1	2	2	409
2	1	62	1	NaN	0	422	514	NaN	1	1976.20027197991	j	NaN	1	NaN	514
2	1	63	0	1	0	423	414	9	1	1406.83226002147	k	1	2	2	414
2	1	64	1	NaN	0	424	515	NaN	0.75	2173.2087440032	j	NaN	1	NaN	424
2	1	65	1	NaN	0	425	516	NaN	0.5	1997.86541200592	k	NaN	2	NaN	425
2	1	66	1	NaN	0	426	517	NaN	0.75	1541.59409197746	j	NaN	1	NaN	517
2	1	67	0	0.75	0	427	416	11	0.75	1868.21629700717	j	1	1	1	416
2	1	68	0	0.75	0	428	511	11	0.75	1290.86304700468	j	1	1	2	511
2	1	69	0	0	0	429	512	10	0	2353.00376100349	k	0	2	2	429
2	1	70	1	NaN	0	430	518	NaN	0	1346.06906701811	j	NaN	1	NaN	518
2	1	71	0	0.75	0	431	513	11	0.75	1287.60300399153	k	1	2	2	513
2	1	72	1	NaN	0	432	519	NaN	1	1406.12710599089	k	NaN	2	NaN	432
2	1	73	1	NaN	0	433	520	NaN	0.5	2164.09697500058	k	NaN	2	NaN	433
2	1	74	0	1	0	434	514	12	1	1237.7554079867	j	1	1	1	514
2	1	75	0	0.75	0	435	424	11	0.75	995.453629002441	k	1	2	1	424
2	1	76	1	NaN	0	436	521	NaN	0.25	1873.78859499586	k	NaN	2	NaN	521
2	1	77	1	NaN	0	437	522	NaN	0.25	1425.17940301332	k	NaN	2	NaN	437
2	1	78	1	NaN	0	438	523	NaN	0.5	1663.81566500058	k	NaN	2	NaN	523
2	1	79	0	0.5	0	439	425	14	0.5	2071.41603800119	j	1	1	2	425
2	1	80	1	NaN	0	440	524	NaN	0.5	1343.3551590133	k	NaN	2	NaN	440
2	1	81	0	0.75	0	441	517	15	0.75	1389.5179440151	j	1	1	1	517
2	1	82	1	NaN	0	442	525	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2	1	83	0	0	0	443	518	13	0	1225.34071700647	k	1	2	1	518
2	1	84	0	1	0	444	432	12	1	1271.61579602398	j	1	1	2	432
2	1	85	1	NaN	0	445	526	NaN	0.25	1654.72768500331	j	NaN	1	NaN	445
2	1	86	1	NaN	0	446	527	NaN	0	1468.630895979	j	NaN	1	NaN	446
2	1	87	0	0.25	0	447	521	11	0.25	1650.8756520052	k	0	2	2	447
2	1	88	0	0.5	0	448	433	15	0.75	2018.90033701784	k	0	2	2	448
2	1	89	0	0.25	0	449	437	12	0.25	1449.59395800834	k	1	2	2	437
2	1	90	1	NaN	0	450	528	NaN	0	1080.05410400801	j	NaN	1	NaN	450
2	2	1	1	NaN	0	1	121	NaN	0.75	1825.47611100017	k	NaN	2	NaN	121
2	2	2	1	NaN	0	2	122	NaN	0.5	1632.14923697524	j	NaN	1	NaN	122
2	2	3	1	NaN	0	3	123	NaN	0.75	1560.85535700549	k	NaN	2	NaN	123
2	2	4	1	NaN	0	4	124	NaN	0	1122.33879999258	j	NaN	1	NaN	124
2	2	5	1	NaN	0	5	125	NaN	0.25	2150.09952298715	j	NaN	1	NaN	5
2	2	6	1	NaN	0	6	126	NaN	0.5	1110.88369501522	k	NaN	2	NaN	126
2	2	7	1	NaN	0	7	127	NaN	1	1168.60939800972	j	NaN	1	NaN	7
2	2	8	1	NaN	0	8	128	NaN	0.75	1588.88696599752	j	NaN	1	NaN	128
2	2	9	0	0.75	0	9	121	8	0.25	1411.17205598857	k	0	2	2	9
2	2	10	1	NaN	0	10	129	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2	2	11	0	0.5	0	11	122	9	0.5	1535.72345699649	j	1	1	1	122
2	2	12	0	0.75	0	12	123	9	0.75	1416.04491099133	j	1	1	2	123
2	2	13	0	0	0	13	124	9	0	1189.60971201886	k	1	2	1	124
2	2	14	1	NaN	0	14	130	NaN	0.5	1837.7695849922	k	NaN	2	NaN	130
2	2	15	0	0.25	0	15	5	10	0.25	1622.44923500111	k	1	2	1	5
2	2	16	0	0.5	0	16	126	10	0.5	1540.69436699501	k	1	2	2	126
2	2	17	0	1	0	17	7	10	1	1476.7390670022	j	1	1	1	7
2	2	18	1	NaN	0	18	131	NaN	0.75	1690.38514100248	j	NaN	1	NaN	18
2	2	19	0	0.75	0	19	128	11	0.75	1439.50394401327	j	1	1	1	128
2	2	20	1	NaN	0	20	132	NaN	0.75	1248.65114601562	j	NaN	1	NaN	132
2	2	21	0	NaN	1	21	10	11	1	2168.91008199309	j	1	1	NaN	10
2	2	22	1	NaN	0	22	133	NaN	0.75	1919.10259900033	j	NaN	1	NaN	133
2	2	23	1	NaN	0	23	134	NaN	0.5	1560.40783398203	k	NaN	2	NaN	23
2	2	24	0	0.5	0	24	130	10	0.5	1295.5090799951	k	1	2	2	130
2	2	25	1	NaN	0	25	135	NaN	1	1229.67211800278	j	NaN	1	NaN	135
2	2	26	0	0.75	0	26	18	8	0.25	1316.97575098951	k	0	2	1	26
2	2	27	0	0.75	0	27	132	7	0.75	893.286314007128	j	1	1	1	132
2	2	28	1	NaN	0	28	136	NaN	0	1412.66087000258	j	NaN	1	NaN	136
2	2	29	0	0.75	0	29	133	7	0.75	1308.23955498636	k	1	2	1	133
2	2	30	1	NaN	0	30	137	NaN	0.5	1754.16857999517	j	NaN	1	NaN	30
2	2	31	0	0.5	0	31	23	8	0.5	1129.31842601392	j	1	1	2	23
2	2	32	1	NaN	0	32	138	NaN	0.75	1384.69149399316	j	NaN	1	NaN	32
2	2	33	0	1	0	33	135	8	1	1840.04036700935	j	1	1	1	135
2	2	34	1	NaN	0	34	139	NaN	0.5	2040.4547789949	k	NaN	2	NaN	34
2	2	35	0	0	0	35	136	7	0	1247.25718499394	j	1	1	1	136
2	2	36	1	NaN	0	36	140	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2	2	37	0	0.5	0	37	30	7	0.5	960.272483003791	k	1	2	1	30
2	2	38	1	NaN	0	38	141	NaN	0.75	1239.41295000259	j	NaN	1	NaN	38
2	2	39	0	0.75	0	39	32	7	0.75	1224.3389840005	k	1	2	1	32
2	2	40	1	NaN	0	40	142	NaN	1	1238.09982699458	k	NaN	2	NaN	40
2	2	41	0	0.5	0	41	34	7	0.5	1533.2992960175	j	1	1	2	34
2	2	42	1	NaN	0	42	143	NaN	0.25	1494.00957202306	k	NaN	2	NaN	42
2	2	43	1	NaN	0	43	144	NaN	1	1564.11772998399	k	NaN	2	NaN	43
